isoform	gene	length
PB.21026.40	novelGene_213343	306
PB.21030.1	novelGene_213365	1395
PB.21040.2	novelGene_213411	894
PB.21040.8	novelGene_213417	894
PB.21040.12	novelGene_213421	894
PB.21040.11	novelGene_213422	906
PB.21040.18	novelGene_213427	894
PB.21040.20	novelGene_213429	894
PB.21040.25	novelGene_213433	894
PB.21040.24	novelGene_213434	906
PB.21050.3	novelGene_213545	915
PB.21050.77	novelGene_213562	915
PB.21050.75	novelGene_213564	915
PB.21050.21	novelGene_213566	336
PB.21050.28	novelGene_213567	324
PB.21050.31	novelGene_213568	336
PB.21050.17	novelGene_213569	336
PB.21050.24	novelGene_213570	336
PB.21050.51	novelGene_213573	324
PB.21050.52	novelGene_213574	324
PB.21050.57	novelGene_213575	582
PB.21050.63	novelGene_213576	324
PB.21050.34	novelGene_213578	324
PB.21050.41	novelGene_213579	336
PB.21050.53	novelGene_213580	954
PB.21050.16	novelGene_213583	336
PB.21050.76	novelGene_213585	591
PB.21050.12	novelGene_213586	336
PB.21050.27	novelGene_213587	336
PB.21050.37	novelGene_213589	324
PB.21050.39	novelGene_213590	324
PB.21050.66	novelGene_213593	915
PB.21050.20	novelGene_213598	336
PB.21050.25	novelGene_213599	336
PB.21050.8	novelGene_213600	336
PB.21050.4	novelGene_213602	915
PB.21050.13	novelGene_213606	336
PB.21050.23	novelGene_213608	324
PB.21050.61	novelGene_213610	915
PB.21050.43	novelGene_213612	915
PB.21050.35	novelGene_213613	915
PB.21050.5	novelGene_213614	915
PB.21050.10	novelGene_213617	915
PB.21050.78	novelGene_213618	516
PB.21050.79	novelGene_213621	915
PB.21050.80	novelGene_213622	915
PB.21050.83	novelGene_213625	915
PB.21050.85	novelGene_213627	336
PB.21050.86	novelGene_213628	336
PB.21050.95	novelGene_213638	324
PB.21050.100	novelGene_213643	336
PB.21050.102	novelGene_213645	336
PB.21050.104	novelGene_213647	336
PB.21050.107	novelGene_213650	336
PB.21050.109	novelGene_213652	336
PB.21050.116	novelGene_213659	336
PB.21050.117	novelGene_213660	336
PB.21050.119	novelGene_213662	336
PB.21050.121	novelGene_213664	336
PB.21050.137	novelGene_213680	2370
PB.21050.183	novelGene_213726	2199
PB.21050.188	novelGene_213731	2187
PB.21050.189	novelGene_213732	1764
PB.21050.192	novelGene_213735	1302
PB.21050.193	novelGene_213736	1302
PB.21050.195	novelGene_213738	1302
PB.21050.196	novelGene_213739	1302
PB.21050.199	novelGene_213742	1302
PB.21050.201	novelGene_213744	885
PB.21050.202	novelGene_213745	906
PB.21050.206	novelGene_213749	576
PB.21050.207	novelGene_213750	576
PB.21050.208	novelGene_213751	363
PB.21049.1	novelGene_213769	1902
PB.21049.2	novelGene_213770	1902
PB.21049.3	novelGene_213771	1902
PB.21053.1	novelGene_213776	1119
PB.21053.4	novelGene_213779	1119
PB.21053.8	novelGene_213781	342
PB.21053.10	novelGene_213784	1119
PB.21053.40	novelGene_213815	342
PB.21053.39	novelGene_213816	342
PB.21053.36	novelGene_213817	342
PB.21053.35	novelGene_213818	342
PB.21053.33	novelGene_213819	342
PB.21053.29	novelGene_213820	342
PB.21053.25	novelGene_213821	342
PB.21053.18	novelGene_213822	342
PB.21053.34	novelGene_213824	696
PB.21053.32	novelGene_213825	696
PB.21053.31	novelGene_213826	696
PB.21053.30	novelGene_213827	1119
PB.21053.28	novelGene_213828	1119
PB.21053.23	novelGene_213832	1119
PB.21053.24	novelGene_213838	1119
PB.21053.66	novelGene_213844	342
PB.21053.79	novelGene_213852	1119
PB.21053.82	novelGene_213855	1119
PB.21053.87	novelGene_213867	1119
PB.21053.95	novelGene_213874	1119
PB.21053.106	novelGene_213877	342
PB.21053.107	novelGene_213884	342
PB.21053.120	novelGene_213894	342
PB.21053.115	novelGene_213895	342
PB.21053.116	novelGene_213898	1119
PB.21053.134	novelGene_213907	1119
PB.21053.172	novelGene_213947	342
PB.21053.167	novelGene_213949	342
PB.21053.175	novelGene_213953	1119
PB.21053.198	novelGene_213963	342
PB.21053.192	novelGene_213965	342
PB.21053.191	novelGene_213966	342
PB.21053.189	novelGene_213968	342
PB.21053.186	novelGene_213969	342
PB.21053.197	novelGene_213971	696
PB.21053.194	novelGene_213974	1119
PB.21053.203	novelGene_213976	1119
PB.21053.208	novelGene_213982	1119
PB.21053.296	novelGene_214065	1119
PB.21053.306	novelGene_214077	342
PB.21053.305	novelGene_214078	342
PB.21053.341	novelGene_214114	1119
PB.21053.348	novelGene_214121	1119
PB.21053.359	novelGene_214134	549
PB.21053.370	novelGene_214144	549
PB.21053.372	novelGene_214146	453
PB.21054.1	novelGene_214156	3123
PB.21054.4	novelGene_214160	3060
PB.21054.7	novelGene_214162	531
PB.21054.15	novelGene_214171	885
PB.21054.16	novelGene_214172	834
PB.21054.23	novelGene_214179	381
PB.21054.24	novelGene_214180	381
PB.21054.26	novelGene_214182	381
PB.21069.2	novelGene_214305	1053
PB.21069.3	novelGene_214306	339
PB.21070.1	novelGene_214308	321
PB.21070.3	novelGene_214309	321
PB.21070.2	novelGene_214311	465
PB.21071.1	novelGene_214312	594
PB.21071.2	novelGene_214313	441
PB.21071.3	novelGene_214314	987
PB.21071.4	novelGene_214315	876
PB.21071.5	novelGene_214316	1038
PB.21071.8	novelGene_214319	462
PB.21074.3	novelGene_214322	957
PB.21074.5	novelGene_214323	957
PB.21074.6	novelGene_214325	957
PB.21074.8	novelGene_214328	957
PB.21074.9	novelGene_214329	957
PB.21074.12	novelGene_214330	957
PB.21074.11	novelGene_214331	957
PB.21073.1	novelGene_214333	504
PB.21073.2	novelGene_214334	504
PB.21073.4	novelGene_214335	372
PB.21073.3	novelGene_214336	504
PB.21077.1	novelGene_214354	1434
PB.21077.2	novelGene_214355	948
PB.21077.3	novelGene_214356	1161
PB.21078.10	novelGene_214365	1191
PB.21078.12	novelGene_214366	1191
PB.21078.6	novelGene_214367	1191
PB.21078.11	novelGene_214369	1191
PB.21079.6	novelGene_214377	342
PB.21084.7	novelGene_214386	1938
PB.21084.3	novelGene_214387	1548
PB.21084.5	novelGene_214388	1521
PB.21084.10	novelGene_214391	1521
PB.21080.1	novelGene_214396	1356
PB.21080.3	novelGene_214398	840
PB.21080.6	novelGene_214401	960
PB.21080.7	novelGene_214402	1392
PB.21080.12	novelGene_214407	672
PB.21080.13	novelGene_214408	384
PB.21080.14	novelGene_214409	384
PB.21081.3	novelGene_214415	336
PB.21082.1	novelGene_214426	927
PB.21083.6	novelGene_214436	510
PB.21083.11	novelGene_214439	678
PB.21083.12	novelGene_214440	663
PB.21083.13	novelGene_214441	354
PB.21083.9	novelGene_214442	510
PB.21083.7	novelGene_214443	678
PB.21083.16	novelGene_214446	408
PB.21083.19	novelGene_214449	399
PB.21083.21	novelGene_214451	318
PB.21085.5	novelGene_214463	1587
PB.21085.4	novelGene_214464	1587
PB.21085.6	novelGene_214467	2349
PB.21085.11	novelGene_214470	2349
PB.21085.16	novelGene_214475	870
PB.21085.17	novelGene_214476	1038
PB.21085.18	novelGene_214477	1587
PB.21085.19	novelGene_214478	402
PB.21085.25	novelGene_214479	342
PB.21085.24	novelGene_214480	810
PB.21085.23	novelGene_214482	2157
PB.21085.21	novelGene_214483	1587
PB.21085.20	novelGene_214484	1587
PB.21085.26	novelGene_214485	1587
PB.21085.28	novelGene_214486	582
PB.21085.27	novelGene_214487	2349
PB.21085.30	novelGene_214489	2349
PB.21090.128	novelGene_214628	552
PB.21095.11	novelGene_214751	408
PB.21095.10	novelGene_214752	507
PB.21095.8	novelGene_214753	822
PB.21095.6	novelGene_214755	1146
PB.21095.5	novelGene_214756	1299
PB.21095.4	novelGene_214757	954
PB.21095.1	novelGene_214759	2577
PB.21095.2	novelGene_214760	2232
PB.21107.41	novelGene_214825	3675
PB.21107.54	novelGene_214844	3675
PB.21107.55	novelGene_214845	3675
PB.21107.68	novelGene_214849	921
PB.21107.70	novelGene_214850	1545
PB.21107.69	novelGene_214851	3675
PB.21111.14	novelGene_214902	1062
PB.21111.12	novelGene_214903	1551
PB.21111.21	novelGene_214907	564
PB.21111.20	novelGene_214908	702
PB.21111.28	novelGene_214915	369
PB.21118.1	novelGene_214995	1446
PB.21118.7	novelGene_215008	435
PB.21118.6	novelGene_215009	1305
PB.21118.3	novelGene_215010	1854
PB.21118.5	novelGene_215011	1305
PB.21118.2	novelGene_215012	1974
PB.21118.22	novelGene_215017	1974
PB.21119.9	novelGene_215086	1788
PB.21124.8	novelGene_215135	369
PB.21124.6	novelGene_215137	924
PB.21124.5	novelGene_215138	1260
PB.21124.3	novelGene_215141	1260
PB.21124.1	novelGene_215142	1260
PB.21124.4	novelGene_215143	1260
PB.21124.23	novelGene_215145	1260
PB.21124.24	novelGene_215146	525
PB.21124.27	novelGene_215149	555
PB.21124.34	novelGene_215158	339
PB.21124.31	novelGene_215160	1260
PB.21124.30	novelGene_215161	1260
PB.21124.29	novelGene_215163	1260
PB.21124.44	novelGene_215167	1038
PB.21124.43	novelGene_215168	1260
PB.21124.50	novelGene_215170	669
PB.21126.6	novelGene_215382	1458
PB.21126.4	novelGene_215383	1461
PB.21126.8	novelGene_215387	1461
PB.21126.11	novelGene_215389	1149
PB.21126.14	novelGene_215393	690
PB.21126.15	novelGene_215394	321
PB.21126.16	novelGene_215395	321
PB.21136.2	novelGene_215410	1848
PB.21136.8	novelGene_215417	585
PB.21136.16	novelGene_215424	1848
PB.21140.3	novelGene_215482	1086
PB.21140.5	novelGene_215484	1086
PB.21140.8	novelGene_215492	387
PB.21140.18	novelGene_215509	456
PB.21140.17	novelGene_215510	831
PB.21140.16	novelGene_215511	453
PB.21140.38	novelGene_215515	456
PB.21140.19	novelGene_215516	456
PB.21140.37	novelGene_215517	993
PB.21140.44	novelGene_215530	912
PB.21140.52	novelGene_215531	912
PB.21140.54	novelGene_215533	1086
PB.21140.60	novelGene_215539	345
PB.21140.58	novelGene_215540	1086
PB.21140.62	novelGene_215542	1086
PB.21140.64	novelGene_215543	846
PB.21151.2	novelGene_215585	849
PB.21151.3	novelGene_215586	1932
PB.21151.4	novelGene_215587	1932
PB.21151.5	novelGene_215588	1932
PB.21151.11	novelGene_215592	1932
PB.21151.16	novelGene_215600	849
PB.21152.4	novelGene_215608	1065
PB.21152.9	novelGene_215614	1065
PB.21152.12	novelGene_215621	681
PB.21154.20	novelGene_215631	795
PB.21154.13	novelGene_215639	1605
PB.21154.9	novelGene_215646	1605
PB.21154.24	novelGene_215649	1605
PB.21154.29	novelGene_215660	1605
PB.21154.107	novelGene_215733	777
PB.21154.108	novelGene_215734	1047
PB.21154.162	novelGene_215791	375
PB.21156.3	novelGene_215809	363
PB.21162.6	novelGene_215818	330
PB.21162.2	novelGene_215820	1254
PB.21162.4	novelGene_215821	1053
PB.21163.2	novelGene_215871	480
PB.21163.8	novelGene_215877	597
PB.21163.13	novelGene_215880	597
PB.21165.5	novelGene_215886	1026
PB.21165.6	novelGene_215887	492
PB.21165.12	novelGene_215894	1026
PB.21165.16	novelGene_215896	993
PB.21165.35	novelGene_215897	507
PB.21165.31	novelGene_215898	765
PB.21165.27	novelGene_215900	765
PB.21165.28	novelGene_215902	810
PB.21165.21	novelGene_215903	492
PB.21165.24	novelGene_215904	1017
PB.21165.25	novelGene_215905	492
PB.21165.30	novelGene_215907	810
PB.21165.32	novelGene_215908	723
PB.21165.19	novelGene_215910	765
PB.21165.22	novelGene_215911	1026
PB.21165.23	novelGene_215912	1026
PB.21165.33	novelGene_215913	546
PB.21165.17	novelGene_215915	765
PB.21165.18	novelGene_215918	765
PB.21165.39	novelGene_215919	351
PB.21169.19	novelGene_215942	549
PB.21178.12	novelGene_215988	411
PB.21178.17	novelGene_215994	768
PB.21178.19	novelGene_215995	768
PB.21178.21	novelGene_215996	762
PB.21178.32	novelGene_216003	411
PB.21178.31	novelGene_216005	411
PB.21178.29	novelGene_216006	411
PB.21178.26	novelGene_216007	768
PB.21178.23	novelGene_216008	768
PB.21178.25	novelGene_216009	762
PB.21178.20	novelGene_216010	999
PB.21178.24	novelGene_216011	1059
PB.21178.37	novelGene_216013	411
PB.21187.6	novelGene_216089	2199
PB.21187.5	novelGene_216091	2199
PB.21187.10	novelGene_216094	3123
PB.21201.1	novelGene_216136	723
PB.21201.2	novelGene_216137	474
PB.21201.3	novelGene_216138	723
PB.21201.11	novelGene_216142	723
PB.21201.6	novelGene_216145	474
PB.21201.5	novelGene_216146	474
PB.21205.2	novelGene_216157	705
PB.21206.8	novelGene_216172	1677
PB.21206.13	novelGene_216175	1272
PB.21207.4	novelGene_216183	435
PB.21207.3	novelGene_216184	564
PB.21207.2	novelGene_216185	564
PB.21207.6	novelGene_216186	564
PB.21207.5	novelGene_216187	1230
PB.21207.7	novelGene_216188	1161
PB.21208.4	novelGene_216193	339
PB.21208.2	novelGene_216194	423
PB.21208.3	novelGene_216195	468
PB.21208.1	novelGene_216196	468
PB.21208.9	novelGene_216197	468
PB.21208.10	novelGene_216198	423
PB.21211.2	novelGene_216204	453
PB.21211.4	novelGene_216206	453
PB.21211.5	novelGene_216207	453
PB.21211.7	novelGene_216208	588
PB.21213.1	novelGene_216212	321
PB.21217.2	novelGene_216222	1140
PB.21217.3	novelGene_216223	849
PB.21217.4	novelGene_216224	918
PB.21217.7	novelGene_216227	918
PB.21219.2	novelGene_216237	414
PB.21219.5	novelGene_216239	891
PB.21219.9	novelGene_216243	573
PB.21219.12	novelGene_216246	366
PB.21220.9	novelGene_216259	549
PB.21220.21	novelGene_216261	450
PB.21220.20	novelGene_216262	549
PB.21220.17	novelGene_216264	1719
PB.21220.11	novelGene_216265	1716
PB.21220.16	novelGene_216266	1719
PB.21220.18	novelGene_216268	1410
PB.21220.14	novelGene_216272	1719
PB.21223.1	novelGene_216274	987
PB.21221.1	novelGene_216283	876
PB.21221.3	novelGene_216285	876
PB.21222.8	novelGene_216294	1926
PB.21222.9	novelGene_216295	2013
PB.21222.7	novelGene_216297	2013
PB.21222.3	novelGene_216298	1113
PB.21222.2	novelGene_216299	1113
PB.21222.23	novelGene_216301	543
PB.21222.19	novelGene_216303	1113
PB.21222.20	novelGene_216304	1785
PB.21222.21	novelGene_216305	1113
PB.21222.18	novelGene_216306	1113
PB.21222.17	novelGene_216307	1113
PB.21222.22	novelGene_216308	1926
PB.21222.16	novelGene_216309	1113
PB.21225.2	novelGene_216314	372
PB.21227.1	novelGene_216324	1062
PB.21228.1	novelGene_216327	438
PB.21228.4	novelGene_216329	681
PB.21228.3	novelGene_216330	1017
PB.21228.13	novelGene_216336	681
PB.21228.6	novelGene_216337	438
PB.21228.7	novelGene_216338	609
PB.21228.8	novelGene_216339	609
PB.21228.11	novelGene_216341	1017
PB.21229.1	novelGene_216345	672
PB.21230.1	novelGene_216351	633
PB.21232.2	novelGene_216354	465
PB.21232.4	novelGene_216357	465
PB.21232.5	novelGene_216358	624
PB.21232.7	novelGene_216361	624
PB.21233.4	novelGene_216367	1980
PB.21233.11	novelGene_216372	2418
PB.21233.10	novelGene_216374	2496
PB.21233.13	novelGene_216375	822
PB.21236.1	novelGene_216381	882
PB.21236.2	novelGene_216382	666
PB.21238.2	novelGene_216388	540
PB.21238.10	novelGene_216397	531
PB.21237.3	novelGene_216402	375
PB.21237.6	novelGene_216404	375
PB.21237.2	novelGene_216405	375
PB.21240.3	novelGene_216435	330
PB.21240.4	novelGene_216436	783
PB.21240.5	novelGene_216437	927
PB.21240.6	novelGene_216438	783
PB.21240.8	novelGene_216440	330
PB.21240.9	novelGene_216441	330
PB.21240.10	novelGene_216442	330
PB.21240.12	novelGene_216444	330
PB.21240.14	novelGene_216446	330
PB.21243.5	novelGene_216453	726
PB.21243.9	novelGene_216457	906
PB.21244.1	novelGene_216459	1035
PB.21244.3	novelGene_216461	882
PB.21245.1	novelGene_216466	657
PB.21249.6	novelGene_216481	408
PB.21252.3	novelGene_216486	396
PB.21252.6	novelGene_216497	729
PB.21252.19	novelGene_216499	495
PB.21252.16	novelGene_216500	390
PB.21252.17	novelGene_216501	639
PB.21259.2	novelGene_216519	4383
PB.21257.9	novelGene_216532	390
PB.21257.11	novelGene_216534	390
PB.21261.3	novelGene_216544	2238
PB.21261.4	novelGene_216545	1671
PB.21264.3	novelGene_216553	399
PB.21267.2	novelGene_216560	1995
PB.21267.3	novelGene_216561	699
PB.21267.4	novelGene_216562	2205
PB.21267.6	novelGene_216565	699
PB.21267.7	novelGene_216566	648
PB.21268.10	novelGene_216586	342
PB.21269.2	novelGene_216617	477
PB.21269.1	novelGene_216618	345
PB.21269.9	novelGene_216619	477
PB.21269.26	novelGene_216635	372
PB.21269.25	novelGene_216636	477
PB.21269.17	novelGene_216641	417
PB.21273.1	novelGene_216645	951
PB.21273.4	novelGene_216648	951
PB.21275.1	novelGene_216685	903
PB.21278.2	novelGene_216693	1347
PB.21281.1	novelGene_216695	705
PB.21280.3	novelGene_216699	2373
PB.21283.3	novelGene_216705	696
PB.21283.2	novelGene_216706	912
PB.21284.2	novelGene_216716	987
PB.21284.15	novelGene_216730	1809
PB.21284.34	novelGene_216748	1863
PB.21284.29	novelGene_216754	1461
PB.21285.4	novelGene_216758	897
PB.21286.1	novelGene_216762	885
PB.21289.1	novelGene_216774	615
PB.21291.4	novelGene_216784	1434
PB.21292.6	novelGene_216791	1887
PB.21292.8	novelGene_216792	1737
PB.21292.4	novelGene_216794	1311
PB.21292.9	novelGene_216795	1269
PB.21292.7	novelGene_216796	1740
PB.21292.14	novelGene_216801	1098
PB.21293.7	novelGene_216808	930
PB.21294.14	novelGene_216823	1332
PB.21294.17	novelGene_216824	1401
PB.21294.13	novelGene_216826	1536
PB.21294.11	novelGene_216829	1467
PB.21294.15	novelGene_216830	2064
PB.21294.27	novelGene_216835	675
PB.21294.23	novelGene_216837	1467
PB.21294.37	novelGene_216844	1401
PB.21294.35	novelGene_216845	1536
PB.21302.2	novelGene_216857	879
PB.21302.8	novelGene_216861	735
PB.21301.1	novelGene_216895	348
PB.21301.2	novelGene_216896	771
PB.21304.1	novelGene_216900	1659
PB.21307.6	novelGene_216906	1116
PB.21307.4	novelGene_216907	957
PB.21307.5	novelGene_216908	858
PB.21307.8	novelGene_216910	957
PB.21307.9	novelGene_216911	588
PB.21307.10	novelGene_216912	858
PB.21307.11	novelGene_216913	858
PB.21307.13	novelGene_216915	957
PB.21307.14	novelGene_216917	957
PB.21307.19	novelGene_216924	858
PB.21307.25	novelGene_216930	858
PB.21307.34	novelGene_216939	858
PB.21307.36	novelGene_216941	648
PB.21307.37	novelGene_216942	588
PB.21307.38	novelGene_216943	588
PB.21307.39	novelGene_216944	588
PB.21307.40	novelGene_216945	588
PB.21307.46	novelGene_216951	588
PB.21307.48	novelGene_216953	360
PB.21306.1	novelGene_216960	429
PB.21308.7	novelGene_216967	309
PB.21311.1	novelGene_216977	1710
PB.21311.3	novelGene_216979	1467
PB.21312.11	novelGene_216984	447
PB.21312.10	novelGene_216985	447
PB.21312.9	novelGene_216986	447
PB.21312.6	novelGene_216988	828
PB.21312.8	novelGene_216989	852
PB.21312.7	novelGene_216990	828
PB.21312.12	novelGene_216991	1020
PB.21312.13	novelGene_216992	447
PB.21312.14	novelGene_216993	1026
PB.21313.1	novelGene_216995	1623
PB.21314.9	novelGene_217008	372
PB.21315.6	novelGene_217016	327
PB.21315.4	novelGene_217018	327
PB.21316.1	novelGene_217025	579
PB.21321.1	novelGene_217035	3177
PB.21321.2	novelGene_217036	3177
PB.21322.1	novelGene_217043	777
PB.21323.7	novelGene_217052	2499
PB.21330.3	novelGene_217120	909
PB.21330.6	novelGene_217123	909
PB.21330.9	novelGene_217126	522
PB.21330.11	novelGene_217128	384
PB.21333.1	novelGene_217129	774
PB.21340.22	novelGene_217222	615
PB.21340.27	novelGene_217233	915
PB.21340.34	novelGene_217235	915
PB.21342.8	novelGene_217255	1611
PB.21342.5	novelGene_217257	3135
PB.21342.6	novelGene_217259	3087
PB.21342.14	novelGene_217264	3087
PB.21342.19	novelGene_217270	3192
PB.21342.17	novelGene_217271	3192
PB.21344.2	novelGene_217275	843
PB.21344.7	novelGene_217279	843
PB.21346.23	novelGene_217335	1131
PB.21347.1	novelGene_217344	1641
PB.21347.6	novelGene_217349	1641
PB.21352.5	novelGene_217400	1368
PB.21352.6	novelGene_217401	846
PB.21352.7	novelGene_217402	1212
PB.21352.10	novelGene_217405	1212
PB.21352.11	novelGene_217406	1212
PB.21352.14	novelGene_217409	975
PB.21354.1	novelGene_217413	1257
PB.21354.4	novelGene_217415	1257
PB.21354.5	novelGene_217416	831
PB.21354.6	novelGene_217417	663
PB.21354.7	novelGene_217418	531
PB.21355.7	novelGene_217426	1971
PB.21355.9	novelGene_217429	2403
PB.21356.2	novelGene_217447	1821
PB.21356.5	novelGene_217450	1173
PB.21356.6	novelGene_217451	1851
PB.21356.8	novelGene_217453	1851
PB.21356.9	novelGene_217454	1563
PB.21356.17	novelGene_217462	1020
PB.21356.18	novelGene_217463	807
PB.21356.20	novelGene_217465	423
PB.21356.21	novelGene_217466	423
PB.21356.22	novelGene_217467	312
PB.21356.23	novelGene_217468	312
PB.21358.1	novelGene_217479	1338
PB.21361.1	novelGene_217483	1254
PB.21361.3	novelGene_217484	1092
PB.21361.9	novelGene_217490	1317
PB.21361.12	novelGene_217494	681
PB.21360.1	novelGene_217497	546
PB.21378.1	novelGene_217528	7434
PB.21378.3	novelGene_217530	6891
PB.21378.4	novelGene_217531	6531
PB.21378.5	novelGene_217532	7161
PB.21378.7	novelGene_217533	7164
PB.21378.15	novelGene_217537	4116
PB.21378.16	novelGene_217538	3693
PB.21378.17	novelGene_217539	3693
PB.21378.18	novelGene_217540	3693
PB.21378.26	novelGene_217548	3045
PB.21378.29	novelGene_217551	2757
PB.21378.30	novelGene_217552	2757
PB.21378.31	novelGene_217553	2250
PB.21378.32	novelGene_217554	2250
PB.21378.34	novelGene_217556	2250
PB.21378.36	novelGene_217558	2250
PB.21378.37	novelGene_217559	2103
PB.21378.40	novelGene_217562	1869
PB.21378.42	novelGene_217564	1014
PB.21378.43	novelGene_217565	1014
PB.21378.44	novelGene_217566	1014
